"","id","cq","xmast","dim","lact","rpro","dnbr","x8"
"5206",96504,0,0,0,0,"PREG","-",NA
"5207",96505,0,0,68,1,"NO BRED","PROD",NA
"5208",96507,0,0,0,0,"PREG","-",NA
"5209",96510,0,0,16,1,"OK/OPEN","-",NA
"5210",96521,0,0,0,0,"PREG","-",NA
"5211",96523,0,0,58,1,"OK/OPEN","-",NA
"5212",96549,0,0,4,1,"OK/OPEN","-",NA
"5213",96556,0,0,0,0,"PREG","-",NA
"5214",96561,0,0,0,0,"PREG","-",NA
"5215",96562,0,0,11,1,"OK/OPEN","-",NA
"5216",96565,0,0,59,1,"OK/OPEN","-",NA
"5217",96567,0,0,53,1,"OK/OPEN","-",NA
"5218",96568,0,0,4,1,"OK/OPEN","-",NA
"5219",96569,0,0,47,1,"OK/OPEN","-",NA
"5220",96571,0,0,0,0,"PREG","-",NA
"5221",96584,0,0,0,0,"PREG","-",NA
"5222",96597,0,0,0,0,"PREG","-",NA
"5223",96599,0,0,0,0,"PREG","-",NA
"5224",96600,0,0,0,0,"PREG","-",NA
"5225",96601,0,0,54,1,"OK/OPEN","-",NA
"5226",96604,0,0,0,0,"PREG","-",NA
"5227",96609,0,0,54,1,"NO BRED","PROD",NA
"5228",96610,0,0,0,0,"PREG","-",NA
"5229",96615,0,0,8,1,"OK/OPEN","-",NA
"5230",96618,0,0,0,0,"PREG","-",NA
"5231",96627,0,0,0,0,"PREG","-",NA
"5232",96629,0,0,0,0,"PREG","-",NA
"5233",96631,0,0,0,0,"PREG","-",NA
"5234",96634,0,0,0,0,"PREG","-",NA
"5235",96636,0,0,11,1,"OK/OPEN","-",NA
"5236",96639,0,0,0,0,"PREG","-",NA
"5237",96648,0,0,0,0,"PREG","-",NA
"5238",96656,0,0,0,0,"PREG","-",NA
"5239",96657,0,0,0,0,"PREG","-",NA
"5240",96663,0,0,8,1,"OK/OPEN","-",NA
"5241",96669,0,0,17,1,"OK/OPEN","-",NA
"5242",96671,0,0,10,1,"OK/OPEN","-",NA
"5243",96672,0,0,0,0,"PREG","-",NA
"5244",96680,0,0,9,1,"OK/OPEN","-",NA
"5245",96682,0,0,54,1,"OK/OPEN","-",NA
"5246",96683,0,0,0,0,"PREG","-",NA
"5247",96688,0,0,0,0,"PREG","-",NA
"5248",96694,0,0,0,0,"PREG","-",NA
"5249",96695,0,0,6,1,"OK/OPEN","-",NA
"5250",96713,0,0,0,0,"PREG","-",NA
"5251",96716,0,0,7,1,"OK/OPEN","-",NA
"5252",96723,0,0,0,0,"PREG","-",NA
"5253",96724,0,0,7,1,"OK/OPEN","-",NA
"5254",96728,0,0,6,1,"OK/OPEN","-",NA
"5255",96733,0,0,5,1,"OK/OPEN","-",NA
"5256",96736,0,0,0,0,"PREG","-",NA
"5257",96744,0,0,0,0,"PREG","-",NA
"5258",96753,0,0,0,0,"PREG","-",NA
"5259",96757,0,0,0,0,"PREG","-",NA
"5260",96758,0,0,0,0,"PREG","-",NA
"5261",96759,0,0,0,0,"PREG","-",NA
"5262",96760,0,0,0,0,"PREG","-",NA
"5263",96762,0,0,0,0,"PREG","-",NA
"5264",96766,0,0,0,0,"PREG","-",NA
"5265",96767,0,0,0,0,"PREG","-",NA
"5266",96771,0,0,0,0,"PREG","-",NA
"5267",96773,0,0,0,0,"PREG","-",NA
"5268",96775,0,0,0,0,"PREG","-",NA
"5269",96778,0,0,0,0,"PREG","-",NA
"5270",96791,0,0,0,0,"PREG","-",NA
"5271",96798,0,0,0,0,"PREG","-",NA
"5272",96805,0,0,0,0,"PREG","-",NA
"5273",96807,0,0,0,0,"PREG","-",NA
"5274",96811,0,0,0,0,"PREG","-",NA
"5275",96817,0,0,0,0,"PREG","-",NA
"5276",96823,0,0,0,0,"PREG","-",NA
"5277",96832,0,0,0,0,"PREG","-",NA
"5278",96855,0,0,0,0,"PREG","-",NA
"5279",96857,0,0,0,0,"PREG","-",NA
"5280",96864,0,0,0,0,"PREG","-",NA
"5281",96866,0,0,0,0,"PREG","-",NA
"5282",96870,0,0,3,1,"OK/OPEN","-",NA
"5283",96875,0,0,0,0,"PREG","-",NA
"5284",96897,0,0,0,0,"PREG","-",NA
"5285",96906,0,0,0,0,"PREG","-",NA
"5286",96924,0,0,0,0,"PREG","-",NA
"5287",96931,0,0,0,0,"PREG","-",NA
"5288",96933,0,0,0,0,"PREG","-",NA
"5289",96942,0,0,0,0,"PREG","-",NA
"5290",96946,0,0,0,0,"PREG","-",NA
"5291",96950,0,0,0,0,"PREG","-",NA
"5292",96961,0,0,0,0,"PREG","-",NA
"5293",96969,0,0,0,0,"PREG","-",NA
"5294",96995,0,0,0,0,"PREG","-",NA
"5295",97004,0,0,0,0,"PREG","-",NA
"5296",97022,0,0,0,0,"PREG","-",NA
"5297",97023,0,0,0,0,"PREG","-",NA
"5298",97028,0,0,0,0,"PREG","-",NA
"5299",97045,0,0,0,0,"PREG","-",NA
"5300",97046,0,0,0,0,"PREG","-",NA
"5301",97051,0,0,0,0,"PREG","-",NA
"5302",97059,0,0,0,0,"PREG","-",NA
"5303",97080,0,0,0,0,"PREG","-",NA
"5304",97083,0,0,0,0,"PREG","-",NA
"5305",97085,0,0,0,0,"PREG","-",NA
"5306",97097,0,0,0,0,"PREG","-",NA
"5307",97099,0,0,0,0,"PREG","-",NA
"5308",97129,0,0,0,0,"PREG","-",NA
"5309",97130,0,0,0,0,"PREG","-",NA
"5310",97224,0,0,0,0,"PREG","-",NA
"5311",97230,0,0,0,0,"PREG","-",NA
"5312",97238,0,0,0,0,"PREG","-",NA
"5313",97283,0,0,0,0,"PREG","-",NA
"5314",97389,0,0,0,0,"PREG","-",NA
"5315",97409,0,0,0,0,"PREG","-",NA
"5316",97414,0,0,0,0,"PREG","-",NA
"5317",97484,0,0,0,0,"PREG","-",NA
"5318",98379,0,0,0,0,"PREG","-",NA
"5319",98382,0,0,0,0,"PREG","-",NA
"5320",98387,0,0,0,0,"PREG","-",NA
"5321",98941,2,0,119,4,"BRED","-",NA
"5322",98952,3,0,125,3,"NO BRED","WEAKLEG",NA
"5323",98954,2,0,186,7,"PREG","-",NA
"5324",98955,3,0,234,5,"PREG","-",NA
"5325",98964,0,0,186,4,"PREG","-",NA
"5326",98979,3,0,168,4,"PREG","-",NA
"5327",98980,3,0,257,3,"PREG","-",NA
"5328",98982,3,0,147,3,"BRED","-",NA
"5329",98984,0,0,164,3,"BRED","-",NA
"5330",98985,2,0,107,4,"BRED","-",NA
"5331",98987,2,0,170,3,"PREG","-",NA
"5332",98991,3,0,101,3,"BRED","-",NA
"5333",99162,2,1,330,2,"DRY","-",NA
"5334",99501,2,1,235,6,"PREG","-",NA
"5335",99502,3,0,87,4,"BRED","-",NA
"5336",99505,3,0,231,4,"PREG","-",NA
"5337",99507,3,0,31,6,"OK/OPEN","-",NA
"5338",99508,2,0,213,3,"PREG","-",NA
"5339",99511,2,4,157,4,"NO BRED","XMAST",NA
"5340",99512,3,0,217,4,"PREG","-",NA
"5341",99516,2,0,106,4,"BRED","-",NA
"5342",99517,3,0,212,5,"PREG","-",NA
"5343",99524,2,1,53,5,"NO BRED","UDDER",NA
"5344",99530,3,0,94,4,"BRED","-",NA
"5345",99531,2,0,90,4,"BRED","-",NA
"5346",99532,2,0,158,3,"PREG","-",NA
"5347",99533,2,1,162,5,"PREG","-",NA
"5348",99534,2,0,273,4,"PREG","-",NA
"5349",99537,3,0,138,3,"BRED","-",NA
"5350",99540,2,0,134,3,"BRED","-",NA
"5351",99543,3,0,45,4,"OK/OPEN","-",NA
"5352",99544,3,0,219,5,"PREG","-",NA
"5353",99547,2,0,215,3,"PREG","-",NA
"5354",99550,2,0,220,4,"PREG","-",NA
"5355",99551,2,0,43,3,"OK/OPEN","-",NA
"5356",99554,2,0,194,3,"PREG","-",NA
"5357",99555,2,0,105,4,"BRED","-",NA
"5358",99557,3,0,278,4,"PREG","-",NA
"5359",99558,3,0,207,3,"PREG","-",NA
"5360",99560,3,1,88,3,"NO BRED","UDDER",NA
"5361",99561,2,2,207,7,"NO BRED","PROD",NA
"5362",99564,2,0,247,3,"PREG","-",NA
"5363",99570,3,0,414,2,"DRY","-",NA
"5364",99571,2,0,44,6,"NO BRED","UDDER",NA
"5365",99573,3,0,238,4,"PREG","-",NA
"5366",99575,2,0,555,2,"NO BRED","REPRO",NA
"5367",99576,2,0,113,3,"BRED","-",NA
"5368",99577,3,0,191,3,"PREG","-",NA
"5369",99582,3,0,115,3,"OK/OPEN","-",NA
"5370",99586,3,0,157,6,"PREG","-",NA
"5371",99589,0,0,184,3,"PREG","-",NA
"5372",99590,0,0,184,3,"PREG","-",NA
"5373",99594,2,0,202,3,"PREG","-",NA
"5374",99596,3,0,208,3,"PREG","-",NA
"5375",99597,3,0,169,3,"PREG","-",NA
"5376",99598,3,0,106,6,"BRED","-",NA
"5377",99600,3,0,260,3,"PREG","-",NA
"5378",99601,2,0,120,3,"BRED","-",NA
"5379",99613,2,0,286,5,"PREG","-",NA
"5380",99616,2,2,288,4,"PREG","-",NA
"5381",99620,0,0,175,4,"PREG","-",NA
"5382",99621,2,0,286,4,"PREG","-",NA
"5383",99622,2,0,232,7,"PREG","-",NA
"5384",99625,1,0,252,4,"PREG","-",NA
"5385",99631,3,0,248,4,"NO BRED","PROBLEMC",NA
"5386",99643,2,1,253,7,"PREG","-",NA
"5387",99644,0,1,169,6,"PREG","-",NA
"5388",99648,3,0,91,3,"BRED","-",NA
"5389",99649,3,0,124,3,"BRED","-",NA
"5390",99660,3,0,96,8,"BRED","-",NA
"5391",99662,2,0,170,5,"NO BRED","XBRD",NA
"5392",99664,0,1,184,4,"PREG","-",NA
"5393",99665,2,1,335,2,"DRY","-",NA
"5394",99667,2,0,61,8,"OK/OPEN","-",NA
"5395",99668,2,0,353,3,"DRY","-",NA
"5396",99669,2,0,87,4,"BRED","-",NA
"5397",99670,2,0,28,4,"OK/OPEN","-",NA
"5398",99674,3,0,141,3,"PREG","-",NA
"5399",99675,3,0,31,6,"OK/OPEN","-",NA
"5400",99676,3,0,146,3,"PREG","-",NA
"5401",99677,2,0,162,4,"PREG","-",NA
"5402",99678,2,0,8,8,"OK/OPEN","-",NA
"5403",99679,2,0,61,3,"OK/OPEN","-",NA
"5404",99681,3,0,138,4,"BRED","-",NA
"5405",99684,2,0,144,3,"PREG","-",NA
"5406",99686,1,0,393,7,"DRY","-",NA
"5407",99688,2,0,395,6,"DRY","-",NA
"5408",99690,3,1,56,3,"OK/OPEN","-",NA
"5409",99691,2,0,73,8,"OK/OPEN","-",NA
"5410",99692,3,0,22,8,"OK/OPEN","-",NA
"5411",99693,3,1,51,7,"OK/OPEN","-",NA
"5412",99695,2,0,82,3,"BRED","-",NA
"5413",99701,3,0,173,3,"BRED","-",NA
"5414",99702,3,0,172,6,"BRED","-",NA
"5415",99703,3,0,156,3,"PREG","-",NA
"5416",99704,1,0,429,3,"NO BRED","REPRO",NA
"5417",99707,2,0,76,7,"NO BRED","UDDER",NA
"5418",99711,2,0,81,3,"BRED","-",NA
"5419",99712,2,0,68,7,"OK/OPEN","-",NA
"5420",99714,3,0,123,4,"BRED","-",NA
"5421",99716,2,0,148,4,"PREG","-",NA
"5422",99717,3,1,133,5,"BRED","-",NA
"5423",99718,3,0,80,4,"NO BRED","AGGRO",NA
"5424",99720,3,0,131,4,"BRED","-",NA
"5425",99723,3,0,9,4,"OK/OPEN","-",NA
"5426",99725,3,0,29,4,"OK/OPEN","-",NA
"5427",99728,2,0,155,3,"PREG","-",NA
"5428",99729,2,0,56,4,"OK/OPEN","-",NA
"5429",99730,2,0,226,4,"PREG","-",NA
"5430",99731,3,0,128,3,"PREG","-",NA
"5431",99732,2,0,17,3,"OK/OPEN","-",NA
"5432",99733,2,0,159,3,"BRED","-",NA
"5433",99734,3,0,74,3,"OK/OPEN","-",NA
"5434",99736,3,0,53,3,"OK/OPEN","-",NA
"5435",99737,3,0,19,3,"OK/OPEN","-",NA
"5436",99738,3,0,115,3,"PREG","-",NA
"5437",99740,3,0,113,4,"PREG","-",NA
"5438",99741,2,0,32,3,"OK/OPEN","-",NA
"5439",99742,2,0,84,3,"BRED","-",NA
"5440",99745,3,0,138,3,"BRED","-",NA
"5441",99748,2,0,60,3,"OK/OPEN","-",NA
"5442",99749,3,0,34,4,"OK/OPEN","-",NA
"5443",99750,3,0,127,4,"PREG","-",NA
"5444",99751,3,0,85,4,"BRED","-",NA
"5445",99752,3,0,213,3,"PREG","-",NA
"5446",99753,3,0,96,3,"BRED","-",NA
"5447",99754,3,0,8,4,"OK/OPEN","-",NA
"5448",99755,3,0,237,3,"PREG","-",NA
"5449",99756,3,0,65,4,"OK/OPEN","-",NA
"5450",99758,3,0,251,4,"PREG","-",NA
"5451",99759,2,0,400,2,"PREG","-",NA
"5452",99760,3,0,41,3,"OK/OPEN","-",NA
"5453",99761,2,0,172,4,"PREG","-",NA
"5454",99763,3,0,364,3,"DRY","-",NA
"5455",99766,2,0,20,4,"OK/OPEN","-",NA
"5456",99768,3,0,104,3,"BRED","-",NA
"5457",99770,3,0,37,3,"OK/OPEN","-",NA
"5458",99771,2,0,117,3,"BRED","-",NA
"5459",99772,2,0,8,4,"OK/OPEN","-",NA
"5460",99773,2,0,97,5,"BRED","-",NA
"5461",99776,2,0,80,4,"BRED","-",NA
"5462",99777,2,0,47,4,"OK/OPEN","-",NA
"5463",99778,3,0,156,3,"PREG","-",NA
"5464",99779,3,0,107,3,"BRED","-",NA
"5465",99780,3,0,56,3,"OK/OPEN","-",NA
"5466",99783,1,0,396,3,"NO BRED",NA,NA
"5467",99785,3,0,130,5,"PREG","-",NA
"5468",99787,2,0,123,4,"PREG","-",NA
"5469",99789,2,0,362,3,"DRY","-",NA
"5470",99790,3,0,76,4,"BRED","-",NA
"5471",99792,2,0,171,3,"PREG","-",NA
"5472",99793,3,0,164,4,"PREG","-",NA
"5473",99795,3,0,70,4,"OK/OPEN","-",NA
"5474",99796,3,0,84,4,"BRED","-",NA
"5475",99798,2,0,25,3,"OK/OPEN","-",NA
"5476",99799,2,0,49,3,"OK/OPEN","-",NA
"5477",99800,3,0,129,4,"PREG","-",NA
"5478",99801,2,0,161,4,"PREG","-",NA
"5479",99803,3,0,260,3,"PREG","-",NA
"5480",99805,3,0,450,2,"DRY","-",NA
"5481",99806,3,0,39,4,"OK/OPEN","-",NA
"5482",99810,3,0,76,4,"BRED","-",NA
"5483",99811,3,0,164,4,"BRED","-",NA
"5484",99813,3,0,280,2,"PREG","-",NA
"5485",99814,2,0,214,2,"PREG","-",NA
"5486",99815,3,0,73,2,"OK/OPEN","-",NA
"5487",99817,3,0,266,2,"PREG","-",NA
"5488",99820,3,0,620,1,"NO BRED",NA,NA
"5489",99821,0,0,181,2,"PREG","-",NA
"5490",99825,2,0,284,2,"PREG","-",NA
"5491",99828,3,0,290,2,"PREG","-",NA
"5492",99830,2,0,280,2,"PREG","-",NA
"5493",99831,3,0,269,2,"PREG","-",NA
"5494",99833,2,0,295,2,"PREG","-",NA
"5495",99834,3,0,283,2,"PREG","-",NA
"5496",99835,3,0,234,2,"PREG","-",NA
"5497",99836,3,0,210,2,"PREG","-",NA
"5498",99840,2,1,189,2,"PREG","-",NA
"5499",99841,2,0,193,2,"PREG","-",NA
"5500",99842,3,0,266,2,"PREG","-",NA
"5501",99843,3,0,203,2,"PREG","-",NA
"5502",99844,3,0,245,2,"PREG","-",NA
"5503",99846,3,0,210,2,"PREG","-",NA
"5504",99847,0,0,174,2,"PREG","-",NA
"5505",99848,3,0,211,2,"PREG","-",NA
"5506",99849,2,0,258,2,"PREG","-",NA
"5507",99850,3,0,258,2,"PREG","-",NA
"5508",99851,2,1,143,2,"BRED","-",NA
"5509",99852,0,0,168,2,"BRED","-",NA
"5510",99853,3,0,264,2,"PREG","-",NA
"5511",99854,2,0,260,2,"PREG","-",NA
"5512",99855,2,0,253,2,"PREG","-",NA
"5513",99856,2,0,140,2,"BRED","-",NA
"5514",99857,3,0,159,2,"BRED","-",NA
"5515",99858,1,0,201,2,"PREG","-",NA
"5516",99860,2,0,256,2,"PREG","-",NA
"5517",99861,2,2,251,2,"PREG","-",NA
"5518",99862,2,0,165,2,"PREG","-",NA
"5519",99864,2,0,262,2,"PREG","-",NA
"5520",99865,3,0,204,2,"PREG","-",NA
"5521",99866,3,0,252,2,"PREG","-",NA
"5522",99867,2,0,87,2,"BRED","-",NA
"5523",99868,2,0,245,2,"PREG","-",NA
"5524",99873,2,0,254,2,"PREG","-",NA
"5525",99875,0,0,178,2,"NO BRED","REPRORVF",NA
"5526",99877,3,0,574,1,"NO BRED","XBRD",NA
"5527",99878,3,0,224,2,"NO BRED","CY",NA
"5528",99879,2,1,235,2,"PREG","-",NA
"5529",99880,0,0,174,2,"PREG","-",NA
"5530",99881,3,0,135,2,"BRED","-",NA
"5531",99882,2,0,138,2,"BRED","-",NA
"5532",99884,0,0,181,2,"PREG","-",NA
"5533",99885,2,0,120,2,"PREG","-",NA
"5534",99886,3,0,218,2,"PREG","-",NA
"5535",99887,3,0,174,2,"PREG","-",NA
"5536",99888,0,0,180,2,"PREG","-",NA
"5537",99890,2,0,142,2,"NO BRED","BILATERA",NA
"5538",99891,3,1,161,2,"PREG","-",NA
"5539",99892,3,0,224,2,"BRED","-",NA
"5540",99893,1,0,206,2,"PREG","-",NA
"5541",99894,3,0,114,2,"OK/OPEN","-",NA
"5542",99895,2,0,584,1,"NO BRED","KICKS",NA
"5543",99896,2,0,212,2,"BRED","-",NA
"5544",99898,2,0,249,2,"PREG","-",NA
"5545",99899,2,0,174,2,"BRED","-",NA
"5546",99900,3,0,84,2,"BRED","-",NA
"5547",99901,3,0,223,2,"PREG","-",NA
"5548",99902,2,0,175,2,"PREG","-",NA
"5549",99903,3,0,117,2,"PREG","-",NA
"5550",99906,3,2,249,2,"PREG","-",NA
"5551",99907,2,0,105,2,"BRED","-",NA
"5552",99908,3,0,115,2,"PREG","-",NA
"5553",99910,3,0,219,2,"PREG","-",NA
"5554",99911,3,0,238,2,"PREG","-",NA
"5555",99912,3,0,238,2,"PREG","-",NA
"5556",99913,2,0,151,2,"PREG","-",NA
"5557",99914,3,1,169,2,"PREG","-",NA
"5558",99916,2,0,193,2,"PREG","-",NA
"5559",99917,1,0,237,2,"PREG","-",NA
"5560",99918,2,0,223,2,"NO BRED","REPRO",NA
"5561",99919,2,0,128,2,"BRED","-",NA
"5562",99920,3,0,226,2,"PREG","-",NA
"5563",99921,0,0,177,2,"BRED","-",NA
"5564",99922,2,0,123,2,"BRED","-",NA
"5565",99923,0,0,176,2,"BRED","-",NA
"5566",99924,3,0,205,2,"PREG","-",NA
"5567",99925,3,0,187,2,"PREG","-",NA
"5568",99926,3,0,114,2,"PREG","-",NA
"5569",99928,3,0,210,2,"BRED","-",NA
"5570",99929,2,0,233,2,"PREG","-",NA
"5571",99931,2,0,156,2,"BRED","-",NA
"5572",99932,3,0,124,2,"PREG","-",NA
"5573",99933,0,0,181,2,"PREG","-",NA
"5574",100002,0,0,169,1,"NO BRED",NA,NA
"5575",100008,0,0,136,1,"PREG","-",NA
"5576",100030,0,0,151,1,"PREG","-",NA
"5577",100039,0,0,146,1,"BRED","-",NA
"5578",100045,0,0,129,1,"PREG","-",NA
"5579",100052,0,0,98,1,"BRED","-",NA
"5580",100068,0,0,83,1,"BRED","-",NA
"5581",100073,0,0,124,1,"BRED","-",NA
"5582",100077,0,0,143,1,"PREG","-",NA
"5583",100094,0,0,74,1,"OK/OPEN","-",NA
"5584",100098,0,0,149,1,"PREG","-",NA
"5585",100100,0,0,172,1,"PREG","-",NA
"5586",100101,0,0,145,1,"PREG","-",NA
"5587",100103,0,0,88,1,"BRED","-",NA
"5588",100104,0,0,119,1,"PREG","-",NA
"5589",100121,0,0,50,1,"OK/OPEN","-",NA
"5590",100126,0,0,65,1,"NO BRED","PROD",NA
"5591",100138,0,0,65,1,"OK/OPEN","-",NA
"5592",100139,0,0,58,1,"OK/OPEN","-",NA
"5593",100153,0,0,145,1,"PREG","-",NA
"5594",100158,0,0,0,0,"PREG","-",NA
"5595",100163,0,0,89,1,"BRED","-",NA
"5596",100172,0,0,69,1,"OK/OPEN","-",NA
"5597",100176,0,0,143,1,"BRED","-",NA
"5598",100178,0,0,165,1,"PREG","-",NA
"5599",100182,0,0,12,1,"OK/OPEN","-",NA
"5600",100184,0,0,68,1,"OK/OPEN","-",NA
"5601",100188,0,0,69,1,"OK/OPEN","-",NA
"5602",100190,0,0,0,0,"PREG","-",NA
"5603",100197,0,0,90,1,"BRED","-",NA
"5604",100198,0,0,73,1,"OK/OPEN","-",NA
"5605",100200,0,0,80,1,"BRED","-",NA
"5606",100201,0,0,177,1,"PREG","-",NA
"5607",100202,0,0,128,1,"BRED","-",NA
"5608",100210,0,0,172,1,"PREG","-",NA
"5609",100216,0,0,166,1,"BRED","-",NA
"5610",100220,0,0,147,1,"PREG","-",NA
"5611",100226,0,0,86,1,"BRED","-",NA
"5612",100230,0,0,163,1,"PREG","-",NA
"5613",100251,0,0,50,1,"OK/OPEN","-",NA
"5614",100255,0,0,0,0,"PREG","-",NA
"5615",100258,0,0,139,1,"PREG","-",NA
"5616",100260,0,0,52,1,"OK/OPEN","-",NA
"5617",100261,0,0,90,1,"BRED","-",NA
"5618",100269,0,0,168,1,"PREG","-",NA
"5619",100274,0,0,7,1,"OK/OPEN","-",NA
"5620",100275,0,0,144,1,"PREG","-",NA
"5621",100284,0,0,124,1,"PREG","-",NA
"5622",100286,0,0,169,1,"PREG","-",NA
"5623",100290,0,0,78,1,"BRED","-",NA
"5624",100300,0,0,137,1,"PREG","-",NA
"5625",100307,0,0,142,1,"BRED","-",NA
"5626",100313,0,0,91,1,"BRED","-",NA
"5627",100321,0,0,91,1,"BRED","-",NA
"5628",100323,0,0,168,1,"BRED","-",NA
"5629",100333,0,0,82,1,"BRED","-",NA
"5630",100338,0,0,81,1,"BRED","-",NA
"5631",100339,0,0,82,1,"BRED","-",NA
"5632",100345,0,0,167,1,"PREG","-",NA
"5633",100346,0,0,67,1,"OK/OPEN","-",NA
"5634",100350,0,0,138,1,"PREG","-",NA
"5635",100359,0,0,168,1,"PREG","-",NA
"5636",100361,0,0,158,1,"PREG","-",NA
"5637",100365,0,0,166,1,"PREG","-",NA
"5638",100369,0,0,164,1,"BRED","-",NA
"5639",100372,0,0,135,1,"PREG","-",NA
"5640",100375,0,0,122,1,"PREG","-",NA
"5641",100379,0,0,172,1,"BRED","-",NA
"5642",100387,0,0,66,1,"OK/OPEN","-",NA
"5643",100392,0,0,99,1,"BRED","-",NA
"5644",100397,0,0,76,1,"BRED","-",NA
"5645",100399,0,0,132,1,"BRED","-",NA
"5646",100402,0,0,128,1,"PREG","-",NA
"5647",100408,0,0,166,1,"PREG","-",NA
"5648",100417,0,0,0,0,"PREG","-",NA
"5649",100423,0,0,65,1,"OK/OPEN","-",NA
"5650",100425,0,0,88,1,"BRED","-",NA
"5651",100430,0,0,131,1,"BRED","-",NA
"5652",100438,0,0,0,0,"PREG","-",NA
"5653",100439,0,0,135,1,"PREG","-",NA
"5654",100444,0,0,124,1,"PREG","-",NA
"5655",100452,0,0,63,1,"NO BRED","PROD",NA
"5656",100453,0,0,138,1,"PREG","-",NA
"5657",100456,0,0,117,1,"BRED","-",NA
"5658",100465,0,0,143,1,"PREG","-",NA
"5659",100479,0,0,141,1,"BRED","-",NA
"5660",100482,0,0,140,1,"PREG","-",NA
"5661",100483,0,0,163,1,"PREG","-",NA
"5662",100484,0,0,0,0,"PREG","-",NA
"5663",100497,0,0,137,1,"PREG","-",NA
"5664",100508,0,0,128,1,"PREG","-",NA
"5665",100511,0,0,140,1,"PREG","-",NA
"5666",100512,0,0,169,1,"PREG","-",NA
"5667",100520,0,0,140,1,"PREG","-",NA
"5668",100523,0,0,53,1,"OK/OPEN","-",NA
"5669",100532,0,0,127,1,"BRED","-",NA
"5670",100533,0,0,141,1,"PREG","-",NA
"5671",100538,0,0,146,1,"BRED","-",NA
"5672",100544,0,0,143,1,"PREG","-",NA
"5673",100546,0,0,94,1,"BRED","-",NA
"5674",100561,0,0,138,1,"BRED","-",NA
"5675",100562,0,0,141,1,"BRED","-",NA
"5676",100564,0,0,53,1,"OK/OPEN","-",NA
"5677",100565,0,0,129,1,"PREG","-",NA
"5678",100567,0,0,69,1,"OK/OPEN","-",NA
"5679",100574,0,0,96,1,"BRED","-",NA
"5680",100575,0,0,100,1,"BRED","-",NA
"5681",100584,0,0,97,1,"BRED","-",NA
"5682",100596,0,0,139,1,"PREG","-",NA
"5683",100597,0,0,132,1,"BRED","-",NA
"5684",100601,0,0,0,0,"PREG","-",NA
"5685",100605,0,0,136,1,"BRED","-",NA
"5686",100609,0,0,142,1,"NO BRED","PROD",NA
"5687",100612,0,0,67,1,"NO BRED","PROD",NA
"5688",100617,0,0,91,1,"BRED","-",NA
"5689",100618,0,0,74,1,"OK/OPEN","-",NA
"5690",100621,0,0,67,1,"OK/OPEN","-",NA
"5691",100625,0,0,127,1,"BRED","-",NA
"5692",100631,0,0,0,0,"PREG","-",NA
"5693",100637,0,0,0,0,"PREG","-",NA
"5694",100639,0,0,124,1,"BRED","-",NA
"5695",100641,0,0,140,1,"PREG","-",NA
"5696",100643,0,0,122,1,"PREG","-",NA
"5697",100647,0,0,10,1,"OK/OPEN","-",NA
"5698",100648,0,0,153,1,"PREG","-",NA
"5699",100650,0,0,123,1,"BRED","-",NA
"5700",100653,0,0,74,1,"OK/OPEN","-",NA
"5701",100654,0,0,128,1,"PREG","-",NA
"5702",100655,0,0,123,1,"BRED","-",NA
"5703",100657,0,0,145,1,"BRED","-",NA
"5704",100658,0,0,129,1,"PREG","-",NA
"5705",100660,0,0,134,1,"PREG","-",NA
"5706",100665,0,0,132,1,"PREG","-",NA
"5707",100687,0,0,66,1,"OK/OPEN","-",NA
"5708",100688,0,0,126,1,"PREG","-",NA
"5709",100689,0,0,142,1,"BRED","-",NA
"5710",100694,0,0,96,1,"BRED","-",NA
"5711",100696,0,0,140,1,"PREG","-",NA
"5712",100700,0,0,0,0,"PREG","-",NA
"5713",100707,0,0,74,1,"OK/OPEN","-",NA
"5714",100712,0,0,135,1,"BRED","-",NA
"5715",100713,0,0,134,1,"BRED","-",NA
"5716",100716,0,0,73,1,"OK/OPEN","-",NA
"5717",100722,0,0,144,1,"PREG","-",NA
"5718",100723,0,0,137,1,"OK/OPEN","-",NA
"5719",100726,0,0,141,1,"PREG","-",NA
"5720",100727,0,0,139,1,"PREG","-",NA
"5721",100733,0,0,133,1,"PREG","-",NA
"5722",100735,0,0,138,1,"PREG","-",NA
"5723",100737,0,0,153,1,"PREG","-",NA
"5724",100744,0,0,140,1,"PREG","-",NA
"5725",100745,0,0,133,1,"PREG","-",NA
"5726",100750,0,0,69,1,"OK/OPEN","-",NA
"5727",100751,0,0,0,0,"PREG","-",NA
"5728",100758,0,0,97,1,"BRED","-",NA
"5729",100759,0,0,141,1,"PREG","-",NA
"5730",100762,0,0,128,1,"PREG","-",NA
"5731",100764,0,0,52,1,"OK/OPEN","-",NA
"5732",100767,0,0,145,1,"PREG","-",NA
"5733",100768,0,0,76,1,"BRED","-",NA
"5734",100773,0,0,141,1,"BRED","-",NA
"5735",100774,0,0,60,1,"OK/OPEN","-",NA
"5736",100777,0,0,56,1,"OK/OPEN","-",NA
"5737",100781,0,0,140,1,"PREG","-",NA
"5738",100782,0,0,55,1,"OK/OPEN","-",NA
"5739",100785,0,0,59,1,"OK/OPEN","-",NA
"5740",100786,0,0,55,1,"OK/OPEN","-",NA
"5741",100788,0,0,96,1,"BRED","-",NA
"5742",100792,0,0,0,0,"PREG","-",NA
"5743",100794,0,0,63,1,"OK/OPEN","-",NA
