"","id","cq","xmast","dim","lact","rpro","dnbr","x8"
"3583",77618,3,2,278,1,"PREG","-",NA
"3584",77620,2,0,331,1,"PREG","-",NA
"3585",77622,3,0,315,1,"DRY","-",NA
"3586",77623,2,0,329,1,"DRY","-",NA
"3587",77625,2,0,331,1,"PREG","-",NA
"3588",77631,2,1,234,1,"PREG","-",NA
"3589",77636,3,0,332,1,"PREG","-",NA
"3590",77637,2,0,331,1,"DRY","-",NA
"3591",77638,3,0,310,1,"DRY","-",NA
"3592",77639,2,0,335,1,"PREG","-",NA
"3593",77640,3,0,315,1,"DRY","-",NA
"3594",77644,3,0,331,1,"PREG","-",NA
"3595",77645,3,0,336,1,"PREG","-",NA
"3596",77647,0,0,133,1,"PREG","-",NA
"3597",77650,2,1,335,1,"DRY","-",NA
"3598",77651,3,0,232,1,"PREG","-",NA
"3599",77653,2,0,342,1,"PREG","-",NA
"3600",77658,2,0,337,1,"PREG","-",NA
"3601",77659,2,1,333,1,"PREG","-",NA
"3602",77665,3,0,323,1,"PREG","-",NA
"3603",77666,3,0,341,1,"PREG","-",NA
"3604",77670,2,0,324,1,"DRY","-",NA
"3605",77672,3,0,333,1,"PREG","-",NA
"3606",77674,3,0,330,1,"PREG","-",NA
"3607",77675,3,0,338,1,"NO BRED","BCS/LEGS",NA
"3608",77676,3,0,309,1,"DRY","-",NA
"3609",77679,2,0,336,1,"PREG","-",NA
"3610",77684,2,0,332,1,"DRY","-",NA
"3611",77685,2,0,334,1,"PREG","-",NA
"3612",77686,3,0,336,1,"PREG","-",NA
"3613",77687,3,0,329,1,"PREG","-",NA
"3614",77693,3,0,332,1,"PREG","-",NA
"3615",77699,2,0,308,1,"DRY","-",NA
"3616",77701,2,0,306,1,"DRY","-",NA
"3617",77703,2,0,241,1,"PREG","-",NA
"3618",77704,3,0,281,1,"PREG","-",NA
"3619",77706,2,0,339,1,"PREG","-",NA
"3620",77708,2,0,326,1,"PREG","-",NA
"3621",77709,3,0,230,1,"PREG","-",NA
"3622",77713,0,0,150,1,"PREG","-",NA
"3623",77715,2,0,314,1,"DRY","-",NA
"3624",77717,2,1,330,1,"NO BRED","HEALTH",NA
"3625",77718,2,0,231,1,"PREG","-",NA
"3626",77723,2,0,334,1,"PREG","-",NA
"3627",77724,3,0,280,1,"PREG","-",NA
"3628",77727,3,0,270,1,"PREG","-",NA
"3629",77729,3,0,314,1,"DRY","-",NA
"3630",77731,3,0,276,1,"PREG","-",NA
"3631",77732,3,0,325,1,"PREG","-",NA
"3632",77734,2,0,301,1,"DRY","-",NA
"3633",77738,2,0,330,1,"DRY","-",NA
"3634",77741,2,0,330,1,"DRY","-",NA
"3635",77742,2,0,337,1,"PREG","-",NA
"3636",77744,2,2,335,1,"PREG","-",NA
"3637",77751,2,0,275,1,"DRY","-",NA
"3638",77752,2,0,333,1,"PREG","-",NA
"3639",77753,3,0,266,1,"PREG","-",NA
"3640",77754,3,0,329,1,"DRY","-",NA
"3641",77755,3,0,344,1,"NO BRED",NA,NA
"3642",77756,3,0,332,1,"PREG","-",NA
"3643",77758,2,0,331,1,"DRY","-",NA
"3644",77760,3,0,333,1,"PREG","-",NA
"3645",77761,2,0,329,1,"DRY","-",NA
"3646",77765,3,0,334,1,"PREG","-",NA
"3647",77767,3,0,326,1,"PREG","-",NA
"3648",77771,2,0,310,1,"DRY","-",NA
"3649",77773,3,0,332,1,"PREG","-",NA
"3650",77776,3,0,328,1,"PREG","-",NA
"3651",77781,3,0,326,1,"PREG","-",NA
"3652",77786,2,0,332,1,"PREG","-",NA
"3653",77788,3,0,316,1,"PREG","-",NA
"3654",77793,3,0,319,1,"PREG","-",NA
"3655",77801,3,0,207,1,"PREG","-",NA
"3656",77806,2,0,326,1,"PREG","-",NA
"3657",77807,2,0,317,1,"PREG","-",NA
"3658",77808,2,1,326,1,"PREG","-",NA
"3659",77810,2,0,309,1,"DRY","-",NA
"3660",77813,3,0,228,1,"PREG","-",NA
"3661",77814,3,0,236,1,"PREG","-",NA
"3662",77815,2,0,325,1,"DRY","-",NA
"3663",77816,3,0,324,1,"NO BRED","HEALTH/P",NA
"3664",77817,3,0,323,1,"DRY","-",NA
"3665",77819,3,0,237,1,"PREG","-",NA
"3666",77824,3,0,247,1,"PREG","PROD",NA
"3667",77829,2,0,319,1,"PREG","-",NA
"3668",77833,3,0,329,1,"PREG","-",NA
"3669",77835,3,0,243,1,"PREG","-",NA
"3670",77842,3,0,325,1,"PREG","-",NA
"3671",77847,2,0,242,1,"PREG","-",NA
"3672",77850,3,0,326,1,"PREG","-",NA
"3673",77851,2,0,243,1,"PREG","PROD",NA
"3674",77855,3,0,329,1,"PREG","-",NA
"3675",77857,0,0,166,1,"PREG","-",NA
"3676",77861,2,0,323,1,"PREG","-",NA
"3677",77863,2,0,326,1,"PREG","-",NA
"3678",77865,2,0,303,1,"DRY","-",NA
"3679",77866,3,0,323,1,"NO BRED","HEALTH/P",NA
"3680",77870,2,0,313,1,"DRY","-",NA
"3681",77872,2,0,333,1,"PREG","-",NA
"3682",77875,2,0,320,1,"PREG","-",NA
"3683",77879,3,0,333,1,"PREG","-",NA
"3684",77880,3,0,334,1,"PREG","-",NA
"3685",77890,2,0,330,1,"PREG","-",NA
"3686",77895,0,0,134,1,"BRED","-",NA
"3687",77900,3,0,327,1,"PREG","-",NA
"3688",77905,3,0,263,1,"PREG","-",NA
"3689",77909,3,0,255,1,"PREG","-",NA
"3690",77926,3,0,311,1,"DRY","-",NA
"3691",77928,3,0,301,1,"PREG","-",NA
"3692",77929,2,0,223,1,"PREG","-",NA
"3693",77931,3,0,219,1,"PREG","-",NA
"3694",77934,0,0,136,1,"PREG","-",NA
"3695",77935,2,0,300,1,"PREG","-",NA
"3696",77944,3,0,223,1,"NO BRED","XBRD",NA
"3697",77946,3,0,206,1,"PREG","-",NA
"3698",77954,0,0,134,1,"PREG","-",NA
"3699",77955,3,0,210,1,"BRED","-",NA
"3700",77970,0,0,169,1,"PREG","-",NA
"3701",77975,2,0,313,1,"DRY","-",NA
"3702",77992,0,0,146,1,"BRED","-",NA
"3703",77993,3,0,291,1,"PREG","-",NA
"3704",78007,3,0,300,1,"PREG","-",NA
"3705",78012,2,0,326,1,"PREG","-",NA
"3706",78021,3,0,328,1,"PREG","-",NA
"3707",78027,0,0,138,1,"PREG","-",NA
"3708",78028,2,0,326,1,"PREG","-",NA
"3709",78045,0,0,165,1,"PREG","-",NA
"3710",78058,0,0,0,0,"PREG","-",NA
"3711",78065,3,0,213,1,"PREG","-",NA
"3712",78099,0,0,133,1,"PREG","-",NA
"3713",78105,0,0,131,1,"PREG","-",NA
"3714",78107,3,0,278,1,"PREG","-",NA
"3715",78113,3,0,277,1,"PREG","-",NA
"3716",78116,2,0,270,1,"PREG","-",NA
"3717",78123,0,0,64,1,"OK/OPEN","-",NA
"3718",78138,2,1,271,1,"PREG","-",NA
"3719",78146,3,0,234,1,"PREG","-",NA
"3720",78147,0,0,128,1,"PREG","-",NA
"3721",78153,0,0,0,0,"PREG","-",NA
"3722",78154,3,1,273,1,"PREG","-",NA
"3723",78155,3,0,266,1,"PREG","-",NA
"3724",78160,3,0,276,1,"PREG","-",NA
"3725",78162,2,0,271,1,"PREG","-",NA
"3726",78163,2,0,277,1,"NO BRED","REPRO",NA
"3727",78164,2,0,280,1,"PREG","-",NA
"3728",78166,2,0,274,1,"PREG","-",NA
"3729",78167,2,0,274,1,"PREG","-",NA
"3730",78175,3,0,278,1,"PREG","-",NA
"3731",78176,2,0,302,1,"PREG","-",NA
"3732",78193,0,0,133,1,"PREG","-",NA
"3733",78194,2,0,286,1,"PREG","-",NA
"3734",78195,2,0,276,1,"PREG","-",NA
"3735",78199,0,0,130,1,"PREG","-",NA
"3736",78200,3,0,275,1,"PREG","-",NA
"3737",78202,3,0,271,1,"PREG","-",NA
"3738",78204,0,0,127,1,"BRED","-",NA
"3739",78207,2,0,273,1,"PREG","-",NA
"3740",78208,2,0,278,1,"PREG","-",NA
"3741",78209,3,0,274,1,"PREG","-",NA
"3742",78212,2,0,271,1,"PREG","-",NA
"3743",78215,2,0,282,1,"PREG","-",NA
"3744",78221,2,0,275,1,"PREG","-",NA
"3745",78228,2,0,275,1,"PREG","-",NA
"3746",78229,2,0,275,1,"PREG","-",NA
"3747",78235,2,0,278,1,"PREG","-",NA
"3748",78237,0,0,164,1,"PREG","-",NA
"3749",78241,2,0,281,1,"PREG","-",NA
"3750",78245,0,0,91,1,"NO BRED","PROD",NA
"3751",78246,3,0,273,1,"PREG","-",NA
"3752",78248,2,0,279,1,"PREG","-",NA
"3753",78249,2,0,279,1,"PREG","-",NA
"3754",78251,2,0,280,1,"NO BRED","XBRD",NA
"3755",78252,2,0,278,1,"PREG","-",NA
"3756",78253,3,1,285,1,"PREG","-",NA
"3757",78256,3,0,280,1,"PREG","-",NA
"3758",78261,3,1,290,1,"PREG","-",NA
"3759",78263,2,0,276,1,"PREG","-",NA
"3760",78267,2,1,275,1,"PREG","-",NA
"3761",78269,2,0,271,1,"PREG","-",NA
"3762",78271,3,0,285,1,"NO BRED","HEALTH/L",NA
"3763",78272,2,0,271,1,"PREG","-",NA
"3764",78275,3,1,276,1,"PREG","-",NA
"3765",78279,2,1,281,1,"PREG","-",NA
"3766",78281,3,0,275,1,"PREG","-",NA
"3767",78288,0,0,137,1,"PREG","-",NA
"3768",78291,2,0,281,1,"PREG","-",NA
"3769",78299,0,0,152,1,"BRED","-",NA
"3770",78305,0,0,143,1,"BRED","-",NA
"3771",78317,2,0,221,1,"PREG","-",NA
"3772",78321,3,0,306,1,"NO BRED","ABORT",NA
"3773",78324,0,0,89,1,"BRED","-",NA
"3774",78333,0,0,0,0,"PREG","-",NA
"3775",78340,3,0,265,1,"PREG","-",NA
"3776",78354,0,0,167,1,"PREG","-",NA
"3777",78360,0,0,139,1,"PREG","-",NA
"3778",78381,0,0,140,1,"PREG","-",NA
"3779",78406,2,0,259,1,"PREG","-",NA
"3780",78433,0,0,143,1,"PREG","-",NA
"3781",78440,0,0,133,1,"BRED","-",NA
"3782",78446,0,0,132,1,"PREG","-",NA
"3783",78460,0,0,61,1,"OK/OPEN","-",NA
"3784",78470,0,2,138,1,"BRED","-",NA
"3785",78487,0,0,134,1,"PREG","-",NA
"3786",78496,0,0,129,1,"PREG","-",NA
"3787",78503,0,0,150,1,"PREG","-",NA
"3788",78535,0,0,140,1,"BRED","-",NA
"3789",78536,0,0,150,1,"BRED","-",NA
"3790",78549,0,0,142,1,"PREG","-",NA
"3791",78551,0,0,136,1,"BRED","-",NA
"3792",78567,0,0,169,1,"BRED","-",NA
"3793",78570,0,0,146,1,"PREG","-",NA
"3794",78572,0,0,164,1,"PREG","-",NA
"3795",78575,0,0,0,0,"PREG","-",NA
"3796",78583,0,0,139,1,"PREG","-",NA
"3797",78590,0,0,142,1,"BRED","-",NA
"3798",78593,0,0,0,0,"PREG","-",NA
"3799",78610,0,0,56,1,"OK/OPEN","-",NA
"3800",78622,0,0,131,1,"BRED","-",NA
"3801",78625,0,0,170,1,"PREG","-",NA
"3802",78634,0,0,173,1,"PREG","-",NA
"3803",78640,0,0,145,1,"NO BRED","PROD",NA
"3804",78645,0,0,164,1,"PREG","-",NA
"3805",78650,0,0,88,1,"NO BRED","PROD",NA
"3806",78667,0,0,144,1,"BRED","-",NA
"3807",78672,0,0,149,1,"PREG","-",NA
"3808",78688,0,0,96,1,"BRED","-",NA
"3809",78700,0,0,67,1,"OK/OPEN","-",NA
"3810",78717,0,0,168,1,"PREG","-",NA
"3811",78727,0,0,0,0,"PREG","-",NA
"3812",78757,0,0,145,1,"PREG","-",NA
"3813",78759,3,0,213,1,"PREG","-",NA
"3814",78788,0,0,0,0,"PREG","SPINE",NA
"3815",78799,0,0,166,1,"PREG","-",NA
"3816",78825,0,0,140,1,"BRED","-",NA
"3817",78868,0,0,67,1,"OK/OPEN","-",NA
"3818",78871,0,0,170,1,"PREG","-",NA
"3819",78878,0,0,163,1,"PREG","-",NA
"3820",78879,0,0,171,1,"PREG","-",NA
"3821",78884,0,0,148,1,"PREG","-",NA
"3822",78887,0,0,169,1,"PREG","-",NA
"3823",78915,0,0,165,1,"PREG","-",NA
"3824",78922,0,0,95,1,"BRED","-",NA
"3825",78936,2,0,207,1,"PREG","-",NA
"3826",78944,0,0,0,0,"PREG","-",NA
"3827",78945,0,0,49,1,"OK/OPEN","-",NA
"3828",78950,0,0,130,1,"PREG","-",NA
"3829",78971,0,0,95,1,"BRED","-",NA
"3830",78979,0,0,153,1,"PREG","-",NA
"3831",78985,0,0,91,1,"BRED","-",NA
"3832",78988,0,0,130,1,"BRED","-",NA
"3833",78991,0,0,165,1,"PREG","-",NA
"3834",79080,2,1,255,5,"NO BRED","UDDER",NA
"3835",79093,3,0,257,5,"PREG","-",NA
"3836",79101,2,0,354,5,"PREG","-",NA
"3837",79156,3,0,209,6,"PREG","-",NA
"3838",79173,3,0,196,8,"PREG","-",NA
"3839",79204,0,2,153,6,"NO BRED","UDDER",NA
"3840",79230,2,0,294,4,"PREG","-",NA
"3841",79236,1,1,280,4,"PREG","-",NA
"3842",79285,2,0,349,3,"PREG","-",NA
"3843",79302,3,0,132,4,"NO BRED","SHOULDER",NA
"3844",79402,3,0,78,5,"BRED","-",NA
"3845",79403,2,0,28,4,"OK/OPEN","-",NA
"3846",79410,3,0,338,4,"PREG","-",NA
"3847",79420,2,0,397,6,"DRY","-",NA
"3848",79422,3,1,422,5,"DRY","-",NA
"3849",79423,3,1,350,6,"DRY","-",NA
"3850",79431,1,0,239,8,"NO BRED",NA,NA
"3851",79438,3,0,142,4,"PREG","-",NA
"3852",79450,2,0,193,3,"BRED","-",NA
"3853",79456,1,0,336,6,"NO BRED","XBRD",NA
"3854",79462,2,0,37,6,"OK/OPEN","-",NA
"3855",79466,2,0,194,6,"PREG","-",NA
"3856",79473,2,0,382,3,"NO BRED","UDDER",NA
"3857",79475,3,0,70,6,"OK/OPEN","-",NA
"3858",79477,3,0,326,5,"DRY","-",NA
"3859",79482,3,0,32,10,"NO BRED","UDDER",NA
"3860",79489,2,0,120,9,"NO BRED","HEALTH/P",NA
"3861",79509,3,0,415,3,"NO BRED",NA,NA
"3862",79560,3,0,390,3,"DRY","-",NA
"3863",79580,0,1,185,5,"NO BRED","UDDER",NA
"3864",79585,3,0,366,5,"NO BRED","UDDER",NA
"3865",79587,3,0,370,4,"DRY","-",NA
"3866",79592,3,0,133,4,"BRED","-",NA
"3867",79597,2,0,47,4,"OK/OPEN","-",NA
"3868",79602,3,0,228,3,"BRED","-",NA
"3869",79603,1,0,359,3,"PREG","-",NA
"3870",79606,3,0,6,4,"OK/OPEN","-",NA
"3871",79607,3,0,350,3,"DRY","-",NA
"3872",79609,2,0,233,3,"PREG","-",NA
"3873",79613,1,0,161,7,"NO BRED","PROD",NA
"3874",79614,1,0,240,5,"NO BRED","UDDER",NA
"3875",79617,2,0,281,7,"NO BRED","UDDER",NA
"3876",79621,1,2,276,5,"PREG","-",NA
"3877",79635,2,0,215,6,"PREG","-",NA
"3878",79641,2,0,234,6,"PREG","-",NA
"3879",79655,2,1,278,6,"NO BRED","UDDER/LE",NA
"3880",79656,3,1,301,4,"DRY","-",NA
"3881",79658,2,0,281,5,"DRY","-",NA
"3882",79660,2,0,255,4,"PREG","-",NA
"3883",79683,2,0,287,4,"PREG","-",NA
"3884",79686,3,0,60,5,"OK/OPEN","-",NA
"3885",79696,2,0,132,4,"PREG","-",NA
"3886",79697,2,0,201,4,"BRED","-",NA
"3887",79703,2,0,389,4,"PREG","-",NA
"3888",79722,2,0,192,6,"NO BRED","PROD",NA
"3889",79725,2,0,346,6,"PREG","-",NA
"3890",79733,1,2,401,5,"NO BRED","UDDER",NA
"3891",79739,1,0,501,3,"NO BRED","XBRD",NA
"3892",79745,3,0,93,5,"BRED","-",NA
"3893",79760,3,0,241,4,"NO BRED","PROD",NA
"3894",79765,1,0,237,7,"NO BRED","UDDER",NA
"3895",79767,3,0,6,5,"OK/OPEN","-",NA
"3896",79781,3,0,87,5,"BRED","-",NA
"3897",79784,3,0,270,4,"PREG","-",NA
"3898",79786,2,0,89,4,"BRED","-",NA
"3899",79789,2,0,102,4,"BRED","-",NA
"3900",79792,2,0,138,5,"BRED","-",NA
"3901",79796,1,1,213,4,"BRED","-",NA
"3902",79814,3,0,135,5,"BRED","-",NA
"3903",79844,3,0,194,5,"NO BRED","HEALTH",NA
"3904",79854,2,0,143,7,"PREG","-",NA
"3905",79868,1,0,507,6,"NO BRED","UDDER",NA
"3906",79873,3,0,400,3,"DRY","-",NA
"3907",79878,2,0,89,6,"BRED","-",NA
"3908",79879,3,0,60,4,"OK/OPEN","-",NA
"3909",79884,2,0,380,6,"NO BRED","UDDER",NA
"3910",79887,3,0,361,5,"DRY","-",NA
"3911",79889,2,0,384,4,"NO BRED","HEALTH",NA
"3912",79898,2,0,311,5,"DRY","-",NA
"3913",79905,0,0,163,5,"BRED","-",NA
"3914",79912,2,0,318,5,"PREG","-",NA
"3915",79914,3,0,114,5,"PREG","-",NA
"3916",79933,1,0,304,3,"NO BRED","XBRD",NA
"3917",79945,2,0,378,7,"DRY","-",NA
"3918",79953,1,0,268,5,"NO BRED","XBRD",NA
"3919",79956,2,0,170,4,"NO BRED","UDDER",NA
"3920",79958,0,0,181,3,"PREG","-",NA
"3921",79960,2,0,257,3,"BRED","-",NA
"3922",79961,0,0,141,3,"PREG","-",NA
"3923",79962,3,0,296,3,"NO BRED",NA,NA
"3924",79964,3,0,244,4,"BRED","-",NA
"3925",79970,2,0,295,4,"PREG","-",NA
"3926",79973,3,0,270,3,"PREG","-",NA
"3927",79974,2,0,278,4,"PREG","-",NA
"3928",79978,2,0,162,3,"PREG","-",NA
"3929",79980,3,1,170,3,"PREG","-",NA
"3930",79981,2,1,231,4,"PREG","-",NA
"3931",79983,3,0,101,4,"BRED","-",NA
"3932",79984,1,1,195,3,"PREG","-",NA
"3933",79985,2,0,160,3,"BRED","-",NA
"3934",79992,2,0,98,4,"NO BRED","UDDER",NA
"3935",79993,2,2,295,4,"PREG","-",NA
"3936",79996,3,0,162,3,"PREG","-",NA
"3937",80000,2,0,168,3,"PREG","-",NA
"3938",80043,2,0,75,3,"OK/OPEN","-",NA
"3939",80061,2,0,385,2,"NO BRED","UDDER",NA
"3940",80192,2,0,377,2,"NO BRED","PROD",NA
"3941",80196,2,0,166,2,"PREG","-",NA
"3942",80203,3,0,346,2,"NO BRED","REPRO",NA
"3943",80237,3,0,139,4,"PREG","-",NA
"3944",80261,3,0,65,3,"OK/OPEN","-",NA
"3945",80265,2,0,226,2,"BRED","-",NA
"3946",80280,2,1,125,3,"BRED","-",NA
"3947",80304,2,0,318,2,"PREG","-",NA
"3948",80376,3,0,285,2,"BRED","-",NA
"3949",80387,2,0,279,2,"PREG","-",NA
"3950",80412,2,0,239,2,"PREG","-",NA
"3951",80415,2,0,68,3,"OK/OPEN","-",NA
"3952",80463,2,0,357,2,"PREG","-",NA
"3953",80693,3,0,14,3,"OK/OPEN","-",NA
"3954",80708,3,0,317,2,"PREG","-",NA
"3955",80709,3,0,301,2,"DRY","-",NA
"3956",80729,2,0,302,2,"PREG","-",NA
"3957",80846,3,0,56,3,"OK/OPEN","-",NA
"3958",80848,3,0,283,2,"PREG","-",NA
"3959",80893,3,0,23,3,"OK/OPEN","-",NA
"3960",80918,3,0,344,2,"PREG","-",NA
"3961",80923,2,0,356,2,"DRY","-",NA
"3962",80977,2,0,392,2,"DRY","-",NA
"3963",81022,2,0,14,3,"OK/OPEN","-",NA
"3964",81055,3,0,312,2,"DRY","-",NA
"3965",81063,2,0,322,2,"PREG","-",NA
"3966",81073,2,0,282,2,"PREG","-",NA
"3967",81078,3,0,32,3,"OK/OPEN","-",NA
"3968",81118,3,0,8,3,"OK/OPEN","-",NA
"3969",81177,3,0,276,2,"PREG","-",NA
"3970",81180,2,0,243,2,"PREG","-",NA
"3971",81203,3,0,6,3,"OK/OPEN","-",NA
"3972",81209,2,0,273,2,"BRED","-",NA
"3973",81230,2,0,13,3,"OK/OPEN","-",NA
"3974",81284,2,0,236,2,"PREG","-",NA
"3975",81294,3,0,247,2,"BRED","-",NA
"3976",81305,1,0,292,2,"PREG","-",NA
"3977",81308,3,0,620,1,"NO BRED","XBRD",NA
"3978",81309,2,0,257,2,"PREG","-",NA
"3979",81397,2,0,327,2,"DRY","-",NA
"3980",81399,3,0,319,2,"DRY","-",NA
"3981",81452,2,0,215,2,"PREG","-",NA
"3982",81459,3,0,311,2,"PREG","-",NA
"3983",81463,2,0,355,2,"DRY","-",NA
"3984",81518,2,0,286,2,"PREG","-",NA
"3985",81538,3,0,322,2,"PREG","-",NA
"3986",81550,2,0,260,2,"PREG","-",NA
"3987",81577,1,1,285,2,"PREG","-",NA
"3988",81587,2,0,312,2,"DRY","-",NA
"3989",81593,2,0,225,2,"PREG","-",NA
"3990",81614,3,0,333,2,"NO BRED",NA,NA
"3991",81615,3,0,202,2,"PREG","-",NA
"3992",81623,3,0,238,2,"PREG","-",NA
"3993",81632,2,0,346,2,"DRY","-",NA
"3994",81695,2,2,198,2,"PREG","-",NA
"3995",81711,2,0,264,2,"PREG","-",NA
"3996",81712,3,0,30,3,"OK/OPEN","-",NA
"3997",81717,2,0,261,2,"PREG","-",NA
"3998",81753,2,0,35,3,"OK/OPEN","-",NA
"3999",81771,2,1,287,2,"PREG","-",NA
"4000",81811,2,0,202,2,"PREG","-",NA
"4001",81812,3,0,260,2,"PREG","-",NA
"4002",81892,3,0,313,2,"PREG","-",NA
"4003",81956,2,0,345,2,"PREG","-",NA
"4004",82049,3,0,274,2,"PREG","-",NA
"4005",82136,2,0,309,2,"DRY","-",NA
"4006",82161,3,0,6,3,"OK/OPEN","-",NA
"4007",82192,3,0,156,2,"BRED","-",NA
"4008",82207,3,0,309,2,"PREG","-",NA
"4009",82243,2,0,256,2,"PREG","-",NA
"4010",82256,3,0,269,2,"PREG","-",NA
"4011",82303,2,0,309,2,"DRY","-",NA
"4012",82323,2,0,164,2,"PREG","-",NA
"4013",82389,3,0,284,2,"PREG","-",NA
"4014",82406,2,0,284,2,"PREG","-",NA
"4015",82436,3,0,212,2,"PREG","-",NA
"4016",82449,2,0,141,2,"PREG","-",NA
"4017",82458,0,0,173,2,"BRED","-",NA
"4018",82482,2,0,253,2,"BRED","-",NA
"4019",82494,3,1,216,2,"PREG","-",NA
"4020",82534,3,0,256,2,"PREG","-",NA
"4021",82589,2,0,311,2,"PREG","-",NA
"4022",82597,2,0,201,2,"PREG","-",NA
"4023",82602,2,0,262,2,"PREG","-",NA
"4024",82616,3,0,54,2,"OK/OPEN","-",NA
"4025",82629,3,0,262,2,"PREG","-",NA
"4026",82691,2,1,167,2,"BRED","-",NA
"4027",82732,3,0,265,2,"PREG","-",NA
"4028",82772,3,0,284,2,"PREG","-",NA
"4029",82779,2,0,286,2,"PREG","-",NA
"4030",82789,3,0,297,2,"PREG","-",NA
"4031",82838,2,0,263,2,"PREG","-",NA
"4032",82892,3,0,260,2,"PREG","-",NA
"4033",82975,3,0,225,2,"PREG","-",NA
"4034",83001,2,2,217,2,"PREG","-",NA
"4035",83064,2,0,207,2,"OK/OPEN","-",NA
"4036",83097,3,0,249,2,"PREG","-",NA
"4037",83118,3,0,183,2,"PREG","-",NA
"4038",83137,2,0,248,2,"PREG","-",NA
"4039",83204,3,0,197,2,"BRED","-",NA
"4040",83268,2,0,199,2,"OK/OPEN","-",NA
"4041",83359,3,0,130,2,"PREG","-",NA
"4042",83376,2,0,21,2,"OK/OPEN","-",NA
"4043",83390,2,0,288,2,"PREG","-",NA
"4044",83402,2,0,170,2,"PREG","-",NA
"4045",83499,3,0,223,2,"PREG","-",NA
"4046",83502,3,0,228,2,"PREG","-",NA
"4047",83572,2,0,224,2,"PREG","-",NA
"4048",83655,2,0,197,2,"PREG","-",NA
"4049",83662,3,0,124,2,"PREG","-",NA
"4050",83723,3,0,123,2,"PREG","-",NA
"4051",83737,3,0,162,2,"BRED","-",NA
"4052",83747,3,0,116,2,"PREG","-",NA
"4053",83789,2,1,61,2,"OK/OPEN","-",NA
"4054",83804,3,0,193,2,"PREG","-",NA
"4055",83820,2,0,293,2,"PREG","-",NA
"4056",83846,2,0,128,2,"OK/OPEN","-",NA
"4057",83848,3,0,403,1,"DRY","-",NA
"4058",83870,3,0,265,2,"PREG","-",NA
"4059",83894,2,0,535,1,"NO BRED",NA,NA
"4060",83931,0,0,182,2,"PREG","-",NA
"4061",83964,3,0,145,2,"PREG","-",NA
"4062",83965,2,0,23,2,"OK/OPEN","-",NA
"4063",84023,3,1,217,2,"NO BRED","PROD",NA
"4064",84029,3,0,84,2,"BRED","-",NA
"4065",84155,2,0,230,2,"PREG","-",NA
"4066",84156,2,0,202,2,"PREG","-",NA
"4067",84164,0,0,183,2,"PREG","-",NA
"4068",84179,3,1,212,2,"PREG","-",NA
"4069",84254,2,0,103,2,"BRED","-",NA
"4070",84295,2,2,427,1,"DRY","-",NA
"4071",84307,2,1,67,2,"OK/OPEN","-",NA
"4072",84312,3,0,52,2,"OK/OPEN","-",NA
"4073",84313,2,0,208,2,"BRED","-",NA
"4074",84345,3,0,167,2,"PREG","-",NA
"4075",84346,3,0,45,2,"OK/OPEN","-",NA
"4076",84356,2,0,21,2,"OK/OPEN","-",NA
"4077",84378,3,0,236,2,"PREG","-",NA
"4078",84390,2,0,117,2,"PREG","-",NA
"4079",84446,3,0,111,2,"PREG","-",NA
"4080",84458,3,0,72,2,"OK/OPEN","-",NA
"4081",84503,3,0,162,2,"BRED","-",NA
"4082",84510,3,0,77,2,"BRED","-",NA
"4083",84545,2,0,109,2,"BRED","-",NA
"4084",84576,3,0,89,2,"BRED","-",NA
"4085",84588,3,0,202,2,"PREG","-",NA
"4086",84607,3,0,140,2,"BRED","-",NA
"4087",84618,2,0,141,2,"PREG","-",NA
"4088",84638,2,0,403,1,"DRY","-",NA
"4089",84690,2,0,209,2,"PREG","-",NA
"4090",84691,3,0,199,2,"PREG","-",NA
"4091",84745,3,0,158,2,"PREG","-",NA
"4092",84769,2,0,171,2,"PREG","-",NA
"4093",84811,3,0,93,2,"BRED","-",NA
"4094",84819,3,0,113,2,"PREG","-",NA
"4095",84830,2,0,224,2,"NO BRED","HEALTH",NA
"4096",84882,2,0,191,2,"PREG","-",NA
"4097",84914,3,0,161,2,"PREG","-",NA
"4098",84941,3,0,5,2,"OK/OPEN","-",NA
"4099",84980,3,0,77,2,"BRED","-",NA
"4100",84981,2,0,214,2,"PREG","-",NA
"4101",84985,3,0,62,2,"OK/OPEN","-",NA
"4102",85052,3,0,158,2,"BRED","-",NA
"4103",85077,3,0,91,2,"BRED","-",NA
"4104",85086,3,0,231,2,"PREG","-",NA
"4105",85117,2,0,57,2,"OK/OPEN","-",NA
"4106",85169,2,0,16,2,"OK/OPEN","-",NA
"4107",85180,3,0,10,2,"OK/OPEN","-",NA
"4108",85204,2,0,113,2,"PREG","-",NA
"4109",85208,2,0,208,2,"PREG","-",NA
"4110",85214,3,0,355,1,"DRY","-",NA
"4111",85217,3,0,188,2,"PREG","-",NA
"4112",85229,3,0,94,2,"BRED","-",NA
"4113",85266,2,0,28,2,"OK/OPEN","-",NA
"4114",85287,2,0,83,2,"BRED","-",NA
"4115",85293,3,0,135,2,"PREG","-",NA
"4116",85331,3,0,39,2,"OK/OPEN","-",NA
"4117",85421,2,0,438,1,"NO BRED","XBRD",NA
"4118",85444,3,0,67,2,"OK/OPEN","-",NA
"4119",85451,2,0,60,2,"OK/OPEN","-",NA
"4120",85454,3,0,56,2,"OK/OPEN","-",NA
"4121",85496,3,0,381,1,"NO BRED","ABORT",NA
